"","Position","Value"
"1",20,1.76136090178355
"2",21,1.66750988548488
"3",22,1.53802100242321
"4",23,1.54946122851032
"5",24,1.82277845676671
"6",25,1.92930868458302
"7",26,1.97173862747929
"8",27,2.06377504396965
"9",28,2.09990175304159
"10",29,2.1676427506457
"11",30,2.2687572744311
"12",31,2.27763754413879
"13",32,2.32926557979503
"14",33,2.38472859774414
"15",34,2.34974901327757
"16",35,2.21958647441622
"17",36,2.07902709948325
"18",37,1.95968932990393
"19",38,1.87070633292663
"20",39,1.7589818789619
"21",40,1.64759153791879
"22",41,1.55905672194283
"23",42,1.51192534338008
"24",43,1.44684529739561
"25",44,1.35585054542291
"26",45,1.31322994963929
"27",46,1.23697826056609
"28",47,1.19552495919016
"29",48,1.16597546765165
"30",49,1.11316663581091
"31",50,1.09340120439715
"32",51,1.0784985670684
"33",52,1.02270052958016
"34",53,0.983949396800281
"35",54,0.997802561002543
"36",55,0.923892002038762
"37",56,0.892282246594114
"38",57,0.914468336994681
"39",58,0.871138932048798
"40",59,0.821807183055543
"41",60,0.821846001882431
"42",61,0.776171898848567
"43",62,0.759193419390324
"44",63,0.714566459573449
"45",64,0.685078432802279
"46",65,0.66301797229174
"47",66,0.664021763594323
"48",67,0.627248295041974
"49",68,0.606171777734686
"50",69,0.624650465447477
"51",70,0.581071438482192
"52",71,0.537912370392712
"53",72,0.543164815032889
"54",73,0.478103634491355
"55",74,0.440317439092295
"56",75,0.426208560985916
"57",76,0.392172887198087
"58",77,0.378797627403276
"59",78,0.340867738978994
"60",79,0.275526150417226
"61",80,0.229483850517882
"62",81,0.208927537661176
"63",82,0.178718027604986
"64",83,0.150415279413241
"65",84,0.145519808103787
"66",85,0.0999784621433598
"67",86,0.0615875616429249
"68",87,0.0545697601728963
"69",88,0.0118128305635541
"70",89,0.00476416022980512
"71",90,0.0241233919069571
"72",91,-0.00111825196980821
"73",92,-0.0196216113769952
"74",93,0.00126213857695837
"75",94,-0.0531466635637732
"76",95,-0.0665868664175889
"77",96,-0.0412913548382297
"78",97,-0.08204823456655
"79",98,-0.0834060834009807
"80",99,-0.0941574069166138
"81",100,-0.129524286682551
"82",101,-0.139114162011104
"83",102,-0.148232723943975
"84",103,-0.175975692368806
"85",104,-0.207028560448835
"86",105,-0.221079976552903
"87",106,-0.268620021241814
"88",107,-0.316931316667565
"89",108,-0.334108602721546
"90",109,-0.375610655747749
"91",110,-0.417117716617088
"92",111,-0.436616698995606
"93",112,-0.482938395987924
"94",113,-0.514370974000873
"95",114,-0.519630264090634
"96",115,-0.538094690612604
"97",116,-0.524591237052458
"98",117,-0.526878191404302
"99",118,-0.533609773728353
"100",119,-0.519046648082229
"101",120,-0.510911716423343
"102",121,-0.531304848852782
"103",122,-0.545378010128937
"104",123,-0.522972916034303
"105",124,-0.519174482125135
"106",125,-0.51748727962355
"107",126,-0.502365003968477
"108",127,-0.507144556918628
"109",128,-0.512804758142896
"110",129,-0.524372527765364
"111",130,-0.54765442237144
"112",131,-0.571269301988973
"113",132,-0.558542437485506
"114",133,-0.588756019521604
"115",134,-0.59146596260646
"116",135,-0.593822290744787
"117",136,-0.610624546181997
"118",137,-0.632831289914216
"119",138,-0.636300507611142
"120",139,-0.686170787401704
"121",140,-0.693458719943874
"122",141,-0.713578274204942
"123",142,-0.723223999121451
"124",143,-0.746215858989173
"125",144,-0.724374937369487
"126",145,-0.773007500994029
"127",146,-0.784133325778794
"128",147,-0.786802067484957
"129",148,-0.787100485998078
"130",149,-0.790884835165637
"131",150,-0.765652562594319
"132",151,-0.764530686798998
"133",152,-0.791995964131535
"134",153,-0.779859765806138
"135",154,-0.809018588063356
"136",155,-0.803801101814242
"137",156,-0.794699567717867
"138",157,-0.808916323558633
"139",158,-0.805184679088632
"140",159,-0.789174376462791
"141",160,-0.812683989989263
"142",161,-0.830990241977387
"143",162,-0.82658474771105
"144",163,-0.867990169934201
"145",164,-0.893705185130898
"146",165,-0.885487444199035
"147",166,-0.903529304101303
"148",167,-0.913390877098052
"149",168,-0.9087532019884
"150",169,-0.941771402348198
"151",170,-0.955731502572473
"152",171,-0.943633731181235
"153",172,-0.953045123743858
"154",173,-0.956267515312779
"155",174,-0.950503415722567
"156",175,-0.964333138500638
"157",176,-0.988184549750647
"158",177,-0.984580251894787
"159",178,-1.02122601995971
"160",179,-1.03062594429834
"161",180,-1.03465684078465
"162",181,-1.05863469690558
"163",182,-1.0550925169716
"164",183,-1.04109085857078
"165",184,-1.05014678200785
"166",185,-1.04047871238187
"167",186,-1.04910461543855
"168",187,-1.0788927832961
"169",188,-1.11224872597211
"170",189,-1.09803546402073
"171",190,-1.12476230237121
"172",191,-1.11913927148975
"173",192,-1.11147167970725
"174",193,-1.11305082900009
"175",194,-1.10851717021414
"176",195,-1.08840336273822
"177",196,-1.10764228627261
"178",197,-1.10416748166717
"179",198,-1.0826654751173
"180",199,-1.09547385135837
"181",200,-1.09882728327662
